"User Name","User Profile","User Avatar","User Location","Rating","Rating Text","Review Title","Review Text","Trip Type","Helpful Votes","Photos","Published Date","Disclaimer"
"Gary R","https://www.tripadvisor.com/Profile/gaz1959","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/e2/4a/default-avatar-2020-42.jpg","Borehamwood, UK","5","Apr 2023","Can't imagine a better way to see the Canyon.","First class experience. Paul the pilot was excellent. <br /><br />It was a lovely day, still and clear, the 45min flight was a long time over the Canyon giving excellent opportunities for photos. Paul's explanation of various features and geolog6 was very good.<br /><br />Thoroughly recommend this experience.","","0","","Written April 25, 2023","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"John M","https://www.tripadvisor.com/Profile/H555TRjohnm","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/e9/ef/default-avatar-2020-66.jpg","Greenfield, IN","5","Apr 2023 • Couples","Maverick Tour over Grand Canyon, but no Goose","Absolute best way to see the Grand Canyon!  Breathtaking and very informative!  Jeff was a wonderful pilot and host during our flight!  Highly recommend!  ","Couples","0","","Written April 22, 2023","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Anna S","https://www.tripadvisor.com/Profile/annasG8066CL","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/e4/59/default-avatar-2020-49.jpg","","5","Apr 2023","So special","Super fun!  Amazing way to see the Canyon — a part of it with no sign of humans or man-made structures of any kind. We took our kids, ages 7 & 9. Two out of four of us did feel a little queasy, so take Dramamine if you feel like this could be you.","","0","https://media-cdn.tripadvisor.com/media/photo-w/28/dc/56/7b/caption.jpg","Written April 19, 2023","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Mariah Dietz","https://www.tripadvisor.com/Profile/Rye9189","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/e9/ef/default-avatar-2020-66.jpg","Westwood, MA","5","Mar 2023","Best Way to Experience the Grand Canyon","The staff and pilot were so friendly and made everything easy and fun. The helicopter ride was an incredible way to see the Grand Canyon. The pilot did a great job making sure every side had a view and could take great pictures. This was by far the best way to see the Grand Canyon.","","0","","Written April 10, 2023","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Camper100451","https://www.tripadvisor.com/Profile/Camper100451","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/ed/00/default-avatar-2020-4.jpg","","5","Mar 2023","A Grand Canyon MUST!","My 11 year old son and I went on this 45-minute helicopter tour and it should definitely be added to everyone's Grand Canyon to-do list. Our guide was funny and informative and made us feel very relaxed and safe. This ride allows you to see all of the beauty and immense size of the canyon that you just can't get from a rim or a trail. I'm so glad we did it!","","0","https://media-cdn.tripadvisor.com/media/photo-w/28/b8/e7/1b/caption.jpg","Written April 3, 2023","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"teach4amg","https://www.tripadvisor.com/Profile/teach4amg","https://media-cdn.tripadvisor.com/media/photo-m/1280/28/ba/3b/0e/teach4amg.jpg","Naperville, IL","5","Mar 2023 • Couples","Grand Canyon Views","The most amazing views of the Grand Canyon!  Our pilot, Chad did an amazing job and provided a smooth ride.  It was the perfect way to end our trip!","Couples","0","https://media-cdn.tripadvisor.com/media/photo-m/1280/28/b7/39/81/45-minute-helicopter.jpg","Written April 2, 2023","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Diane R","https://www.tripadvisor.com/Profile/dianerV9596XM","https://media-cdn.tripadvisor.com/media/photo-l/01/2a/fd/92/avatar.jpg","Granger, IN","5","Mar 2023 • Couples","Great Experience ","Fantastic Experience.  Great Pilot.  This tour allows you to experience the vastness of the Grand Canyon. We highly recommend. ","Couples","0","https://media-cdn.tripadvisor.com/media/photo-w/28/b4/93/58/caption.jpg","Written April 1, 2023","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Subbu","https://www.tripadvisor.com/Profile/Asub85","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/de/0a/default-avatar-2020-35.jpg","","5","Mar 2023 • Couples","Amazing stuff !! Wonderful experience. ","Excellent experience overall. <br />The front desk were very helpful during checkin process. The ride was amazing and worth the costs. The pilot was very friendly and took us to some breadth taking views. ","Couples","0","","Written March 29, 2023","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"raleightravels","https://www.tripadvisor.com/Profile/raleightravels","https://media-cdn.tripadvisor.com/media/photo-o/06/8e/eb/da/raleightravels.jpg","Durham, NC","5","","Worth every penny","Worth every penny.  Very well-run service.  Astounding views of the canyon and the north rim, which we couldn’t visit this time of year by car.  Very comfortable flight; I tend to have motion sickness but was not bothered at all thanks to our excellent pilot, John.  I would take this trip again if we return to the Grand Canyon.","","0","https://media-cdn.tripadvisor.com/media/photo-w/28/af/3c/8a/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-w/28/af/3c/89/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-w/28/af/3c/88/caption.jpg","Written March 29, 2023","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Wanderer12515974419","https://www.tripadvisor.com/Profile/Wanderer12515974419","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/ea/2e/default-avatar-2020-67.jpg","","5","Mar 2023 • Couples","A double Bucket List checked off😍","The experience was incredible! Our pilot Devon was amazing as was everyone else at Maverick helicopter tours. The flight, soundtrack and views were absolutely breathtaking this should be on everyone's bucket list, an unforgettable trip of a lifetime and a must do for anyone creating memories.","Couples","0","https://media-cdn.tripadvisor.com/media/photo-m/1280/28/a2/b2/af/caption.jpg","Written March 26, 2023","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"ssjj123","https://www.tripadvisor.com/Profile/ssjj123","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/b8/default-avatar-2020-26.jpg","Brazil, IN","5","Mar 2023","Spectacular views!","This was a FABULOUS experience.  We lucked out and were seated in one of the 3 front passenger seats.  I have no idea what the views were like in the 4 back seats, but our views were spectacular!  Seating is assigned based on weight and balance.  This IS a pricey tour, but it was definitely worth it.  In the winter, there is no access to the North rim via car, so this is the ONLY way to see that portion of the canyon while the roads are closed.  Only 10% of all visitors see the north rim, so we feel privileged on multiple levels.","","0","","Written March 20, 2023","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Karen N","https://www.tripadvisor.com/Profile/N3798BMkarenn","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/59/default-avatar-2020-24.jpg","San Diego, CA","5","Mar 2023 • Solo","Thank you!","Thank you for the best experience, and exceptional customer service! This was my first time to the Grand Canyon. I appreciate that even though my earlier reservation was cancelled due to decrease visibility. They were able to reschedule my helicopter tour for a later flight. My assign seat was perfect. I did the 45 minutes Canyon Spirit and I went online to book and pay for my reservation in advance. <br /><br />I want to extend my special thanks to Forrest our pilot! He was professional and knowledgeable about the history of the canyon. The views of the Grand Canyon were spectacular!<br /><br />Thank you again for the unforgettable experience! I will highly recommend Mavericks to my family and friends! This was an awesome experience!","Solo","0","","Written March 18, 2023","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Mark D","https://www.tripadvisor.com/Profile/markdJ5087GF","https://media-cdn.tripadvisor.com/media/photo-f/01/2e/70/83/avatar004.jpg","","5","Mar 2023 • Friends","Awesome experience","It was pretty amazing.  I am very cheap but this excursion was well worth the money.  Once in a lifetime view.","Friends","0","","Written March 4, 2023","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"David","https://www.tripadvisor.com/Profile/Tour624845","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/e3/6a/default-avatar-2020-47.jpg","","5","Feb 2023","GREAT TRIP! DO IT AGAIN","The area of the trip was limited (due to cloud cover) but we were told that in adavnce and we elected to take a revised flight plan. The pilot was knowledgeable, friendly, humorous, and respectful. I could not have asked for anything more. <br />The equipment was all in great condition and the light snow cover made the colors ""pop"".<br />The value was outstanding, and I would do it again!","","0","https://media-cdn.tripadvisor.com/media/photo-w/28/62/18/1d/facing-west-from-eastern.jpg
https://media-cdn.tripadvisor.com/media/photo-m/1280/28/62/18/09/spacious-cabin-with-my.jpg","Written March 4, 2023","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Jasmine W","https://www.tripadvisor.com/Profile/R61YVjasminew","https://media-cdn.tripadvisor.com/media/photo-f/01/2e/70/57/avatar030.jpg","","5","Feb 2023 • Solo","Best decision","I had a very great experience and I highly recommend going on this tour if you have the opportunity. Photos don’t do the views justice. I felt safe the entire experience and the nerves disappeared as soon as we took off.","Solo","0","https://media-cdn.tripadvisor.com/media/photo-w/28/3d/12/a4/45-minute-helicopter.jpg
https://media-cdn.tripadvisor.com/media/photo-w/28/3d/12/9d/45-minute-helicopter.jpg
https://media-cdn.tripadvisor.com/media/photo-w/28/3d/12/9c/45-minute-helicopter.jpg","Written February 17, 2023","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"jared s","https://www.tripadvisor.com/Profile/jaredsY57FC","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/e9/60/default-avatar-2020-64.jpg","","5","","Incredible flight","The pilot was a gentleman and very knowledgeable about the history and geology of the canyon. Pre flight crew was professional and detail oriented.","","0","","Written February 14, 2023","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Li T","https://www.tripadvisor.com/Profile/168lit","https://media-cdn.tripadvisor.com/media/photo-s/0a/3c/3a/38/li-t.jpg","South Lake Tahoe, CA","5","Aug 2022","Best money I ever spent!","BEST $300 I EVER spent! I knew I could never see the whole Grand Canyon, and had never been there before. The experience was amazing. The Pilot was fun and full of so much information, I wish I had a recording of his narrative as we flew to sync up to the video I shot. I was a little nervous at first, but I love flying in small airplanes so it was fun after my initial worries. (Not to mention plenty of safety straps etc)<br />What was so cool was that it was monsoon season and the constantly changing weather and clouds/sun was breathtaking! While flying low over the Northern Rim, we even saw a herd of Bison!<br /> Honestly, I would do this again in a heartbeat!","","0","https://media-cdn.tripadvisor.com/media/photo-w/28/19/df/9e/just-one-of-the-views.jpg","Written February 6, 2023","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Rmiller3712","https://www.tripadvisor.com/Profile/rlb3712","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/eb/a3/default-avatar-2020-38.jpg","","5","Sep 2022 • Couples","Great way to see canyon","Awesome way to see the canyon. Pilot was awesome would advise anyone to take this trip it was our first time in a helicopter","Couples","0","https://media-cdn.tripadvisor.com/media/photo-m/1280/28/10/dd/f5/45-minute-helicopter.jpg","Written January 31, 2023","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Susan W","https://www.tripadvisor.com/Profile/sissue","","","5","","AWESOME!","We purchased this ride for a friend. He can’t stop talking about it. Says it was the best thing in his life he has ever been able to do. A once in a lifetime event for him. He was impressed with the pilot and the overall experience from beginning to end.","","0","https://media-cdn.tripadvisor.com/media/photo-o/28/0d/25/d0/caption.jpg","Written January 29, 2023","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Sarah","https://www.tripadvisor.com/Profile/Sagarret","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/e5/66/default-avatar-2020-53.jpg","","5","Jan 2023","Highly Recommend!","Friendly staff. Experienced pilot. Very clean facilities. On time. It's a great/unique way to see a HUGE part of the Grand Canyon in a short period of time. Highly recommend, especially if you're only there for a few days or, like us, roads are closed due to snow. Overall, worth the money.","","0","","Written January 27, 2023","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Harold G","https://www.tripadvisor.com/Profile/haroldg746","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/f3/23/default-avatar-2020-28.jpg","Boca Raton, FL","5","","The Best Pilot","We made our tour in September 2019.   We could talk with our British pilot directly.  He had superb knowledge of the geography and geology.  The airspace is tightly controlled.  I believe that all companies fly the same route.  Maverick’s helicopters were pristine and the pre boarding was exceptionally thorough.  All passengers are individually weighed and seated to properly trim and balance the aircraft.  They inspire confidence","","0","","Written January 24, 2023","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Anke W","https://www.tripadvisor.com/Profile/333ankew","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/ef/73/default-avatar-2020-13.jpg","","5","May 2022","Beeindruckend, mehr kann man nicht sagen.","Uns hat der Flug sehr gut gefallen. Es war beeindruckend. Leider hatten wir das Pech, dass es wirklich sehr windig war, was einigen auf den Magen geschlagen ist. Das Personal war sehr nett und hat viel erklärt. Schade ist nur, dass meine Eltern kein Englisch sprechen, aber für sie war der Flug wundervoll auch ohne Dokumentation.","","0","","Written January 8, 2023","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Ebba M","https://www.tripadvisor.com/Profile/247ebbam","","","5","Nov 2022","A Must!","This truly was the highlight of our time in the Grand Canyon. No we can confidently say ""We have seen the Grand Canyon""! Worth every dollar! <br /><br />We had originally booked for Wednesday afternoon, but the trip was cancelled due to heavy winds. This made us feel very safe, as we were slightly concerned in the morning.. Our tour was rescheduled for the next morning. Great service","","0","","Written November 27, 2022","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Tammy H","https://www.tripadvisor.com/Profile/TammyH4744","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/e9/60/default-avatar-2020-64.jpg","","5","Nov 2022 • Friends","Beautiful!","The views! You see so much more this way! And the vantage point is unparalleled. Would do it again. Go!","Friends","0","https://media-cdn.tripadvisor.com/media/photo-m/1280/27/0f/f0/5a/45-minute-helicopter.jpg","Written November 27, 2022","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Gayle01118","https://www.tripadvisor.com/Profile/Gayle01118","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/ec/a2/default-avatar-2020-3.jpg","Springfield, MA","5","","Bucket List  Helicopter Flight","I had never flown in a helicopter before. I'm afraid of heights and was both a bit anxious about the flight and very excited about what we'd see. This flight was amazing! It was smooth and not at all scary. <br />We flew over parts of the Grand Canyon that we never would have seen from the ground.  We flew over the eastern part and the north rim. We saw the Colorado River and even saw three rafts going into a section of rapids.<br />Our pilot and the ground crew were all excellent. We had to change our flight time and the staff at Maverick Helicopter made it easy. The ground crew and pilot, Brendon, were very safety conscious and got everyone strapped in with headphones. Brendon pointed out parts of the canyon and told us about the geology of how it was created. We were able to talk to everyone inside as we saw different features.<br />Smooth flying,  unique perspective. Would highly recommend to anyone.","","0","","Written November 24, 2022","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Pam","https://www.tripadvisor.com/Profile/Q8373EVpamc","https://media-cdn.tripadvisor.com/media/photo-f/01/2e/70/95/avatar021.jpg","","5","Nov 2022","Amazing","OMG - one of the best things I have ever done.  More of the Canyon I saw on walking around the canyon","","0","","Written November 23, 2022","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Traveler445841","https://www.tripadvisor.com/Profile/Traveler445841","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/ef/73/default-avatar-2020-13.jpg","","2","Oct 2022","Over rated  and expensive","Airport facility and helicopter are good quality. <br /><br />The pilot was not engaging and the quality of the view is very much governed by where you are seated by Maverick. The flight route we took basically looped  slowly from Tusayan right to left over the canyon. We were seated on the right hand side and feel the view would be much better on the left side behind the pilot - you dont get to choose because of the way Maverick distribute the passengers/weight?.  <br /><br />We spent too much time travelling slowly over the south forest and felt if they flew quicker to & from the  canyon and did regular hovering rotations of the helicopter at strategic points the experience would be shared and much better.<br /><br />The views and sensations from land at the many rim locations easily accessible by foot and by using the free shuttle bus service (driven by enthusiastic and engaged drivers)  are exceptional and we consider overall much better than those of our helicopter experience.","","0","","Written November 21, 2022","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"ORDFlier","https://www.tripadvisor.com/Profile/ORDFlier","https://media-cdn.tripadvisor.com/media/photo-m/1280/18/95/5d/de/ordflier.jpg","Chicago, IL","5","","Simply amazing.","We were greeted with a very friendly staff the moment we walked in until the moment we walked out.   The helicopter was well maintained, comfortable and very clean.  We felt safe at all times.  <br />The views of the Grand Canyon was simply breathtaking","","0","https://media-cdn.tripadvisor.com/media/photo-m/1280/26/f1/8e/86/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-w/26/f1/8e/85/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-w/26/f1/8e/84/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-m/1280/26/f1/8e/83/caption.jpg","Written November 20, 2022","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"WNChikingchick","https://www.tripadvisor.com/Profile/wnchikingchick","https://media-cdn.tripadvisor.com/media/photo-s/1d/40/c4/2e/wnchikingchick.jpg","Brevard, NC","2","Nov 2022","Disappointing","I finally splurged on a tour, because this was a bucket list item for me. One was not given the option of selecting a seat. The seats were assigned based on your weight. I am only 125 lbs.  I was seated behind the pilot and my husband next to me. Those in the front and the right side got awesome views and great pictures. Being on the left, the sun was beating on us and there was a constant glare out of the window. All the great views and interesting things the pilot was telling us about were on the right side. My husband had the seat next to me and he tried to film out the top windows, the side windows, and the front windows but he never got a great view either. I asked if the left side was going to get to see anything but the pilot did not answer. We were hoping they would turn around and the left side would see what the right had, but no it is a loop. Don't waste this much money at Maverick cause when I brought it up they didn't even care. Usually when we go on tours. like Antelope Canyon. we are asked about our tour and asked to review it. This was not the case with Maverick. As long as they get their money, they don't care if you enjoy it. Very, very disappointed.","","0","","Written November 15, 2022","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"grant8370","https://www.tripadvisor.com/Profile/grant8370","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/b8/default-avatar-2020-26.jpg","Tupper Lake, NY","5","","Grand Canyon","The perfect day with Maverick Helicopter ride over the Grand Canyon.  This was the highlight of our Sedona vacation. Beautiful views and knowledgeable pilot! Highly recommended!","","0","https://media-cdn.tripadvisor.com/media/photo-w/26/df/5b/97/caption.jpg","Written November 14, 2022","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Cody K","https://www.tripadvisor.com/Profile/cklug2022","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/f3/23/default-avatar-2020-28.jpg","","5","Nov 2022","First Time in a Helicopter","Great experience! First time for both of us in a helicopter. Pilot did a great job reassuring during the flight.","","0","https://media-cdn.tripadvisor.com/media/photo-m/1280/26/cf/34/49/post-flight-picture.jpg","Written November 8, 2022","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Seth B","https://www.tripadvisor.com/Profile/sethb954","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/f1/b8/default-avatar-2020-22.jpg","","5","","Helicopter","Jeff was a great guide and this was a beautiful ride, loved it!  The crossing over the south rim was breathtaking and we even saw bison below","","0","","Written October 29, 2022","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"MandC0218","https://www.tripadvisor.com/Profile/MandC0218","https://media-cdn.tripadvisor.com/media/photo-o/29/13/91/fd/mandc0218.jpg","Riverside, CA","5","Oct 2022","Highlight of our Grand Canyon Visit!","We booked the tour a couple days prior to our arrival at the Grand Canyon. We had a 9 am flight and the ride was incredibly smooth and Mike , the pilot, did a great job on the tour and interacted with the passengers very well. Per passenger cost was $319 for a 45 minute flight covering the whole Grand Canyon except the West Rim. We sat in the front row and had a fabulous view. Check in process was very quick and easy. We were weighed and provided safety instructions that were simple and well explained. It was such a smooth ride that we barely noticed how high and how far we had flown. Highly recommended!","","0","https://media-cdn.tripadvisor.com/media/photo-o/26/bb/88/93/front-row-seats.jpg
https://media-cdn.tripadvisor.com/media/photo-o/26/bb/88/92/great-views-from-high.jpg
https://media-cdn.tripadvisor.com/media/photo-o/26/bb/88/90/great-views-from-high.jpg
https://media-cdn.tripadvisor.com/media/photo-o/26/b9/c7/8c/great-views-from-high.jpg
https://media-cdn.tripadvisor.com/media/photo-o/26/b9/c7/8a/great-views-from-high.jpg
https://media-cdn.tripadvisor.com/media/photo-o/26/b9/c7/89/great-views-from-high.jpg
https://media-cdn.tripadvisor.com/media/photo-o/26/b9/c6/84/great-views-from-high.jpg
https://media-cdn.tripadvisor.com/media/photo-o/26/b9/c6/81/great-views-from-high.jpg
https://media-cdn.tripadvisor.com/media/photo-o/26/b9/c6/7b/great-views-from-high.jpg","Written October 29, 2022","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Kim Mc","https://www.tripadvisor.com/Profile/Kim_McOrange","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/e4/59/default-avatar-2020-49.jpg","DeWitt, MI","5","","Trip of a lifetime.","We had an amazing flight on Maverick helicopters to view the Grand Canyon. Vern was our pilot. He was fun to talk with and made us feel very safe.  Maverick has a great safety record so it made us feel comfortable. <br /><br />This was the flight of a lifetime we could've never seen the greatness of the Grand Canyon by just touring around the rim.  <br /><br />It was a nice trip that was well worth it.","","0","","Written October 27, 2022","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Debbie P","https://www.tripadvisor.com/Profile/dprince204","https://media-cdn.tripadvisor.com/media/photo-l/01/2a/fd/8f/avatar.jpg","South Padre Island, TX","5","","Grand canyon 1st trip","Loved it, our pilot was great. Beautiful, and breath taking. If I make it here again, I will definitely do it again. Just sow","","0","https://media-cdn.tripadvisor.com/media/photo-m/1280/26/b0/11/2c/caption.jpg","Written October 25, 2022","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"urlauber","https://www.tripadvisor.com/Profile/urlauber-weltweit","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/ef/32/default-avatar-2020-12.jpg","deutschland","4","Jul 2022","Toller Flug","Der Flug hat uns sehr gut gefallen, zwei von uns saßen vorne und eine Person am Fenster. Das war alles gut. Der Pilot ist gut geflogen, hat alles erklärt - konnten tolle Fotos und Videos machen.<br />Mit dem Flug waren wir sehr zufrieden.<br />Aber um die volle Bewertung zu bekommen, müsste das Personal am Boden etwas freundlicher, zugänglicher und zugewandter werden.","","0","","Written October 24, 2022","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Dale Philbrick","https://www.tripadvisor.com/Profile/dalephilbrick","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/11/default-avatar-2020-23.jpg","Dallas, TX","5","","Amazing tour that shows the true grandeur of the Grand Canyon","Our helicopter tour was the BEST way to see the Grand Canyon.  Our tour started with photos with our pilot and proceeded to fly over the forest surrounding the Grand Canyon airport.  Our pilot warned us that we were flying about 50 ft above the forest as we approached the rim of the canyon and we’d soon be 5,000 ft above the base of the canyon.  Nothing prepared us for the grandeur that we’d see as we crossed the rim and entered the canyon.  The view was breathtaking and we got goose-bumps just seeing how massive the canyon was.  Our pilot was informative and maneuvered the helicopter so that we got awesome photos.  The tour went over to the Northern Rim and circled back to the airport.  I had visited the Southern Rim before and seen it from ground level, but this experience was completely different (and much better).  We didn’t even bother to enter the park and see it from the ground this trip.  Nothing beats seeing it from the air to appreciate the full scope of the Grand Canyon.","","0","https://media-cdn.tripadvisor.com/media/photo-m/1280/26/a9/1f/4d/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-m/1280/26/a9/1f/4c/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-m/1280/26/a9/1f/4b/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-m/1280/26/a9/1f/4a/caption.jpg","Written October 23, 2022","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Luc H","https://www.tripadvisor.com/Profile/75luch","https://media-cdn.tripadvisor.com/media/photo-s/06/91/1a/46/luc-h.jpg","Indre-et-Loire, France","5","","Émotion garantie","Moments très forts, souvenirs superbes, Cette promenade est sublime et mérite vraiment le coup. Penser à programmer votre balade.","","0","","Written October 23, 2022","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Cordoba075","https://www.tripadvisor.com/Profile/Cordoba075","https://media-cdn.tripadvisor.com/media/photo-o/0b/8b/ba/0e/cordoba075.jpg","Cordoba, Spain","5","Aug 2022","Profesionales","Impresionante las vistas aéreas del Gran Cañón. Recomiendo el viaje de 45 minutos porque con el de 25, seguramente, se quede muy corto de ver. Puntuales y profesionales.","","0","https://media-cdn.tripadvisor.com/media/photo-m/1280/26/97/5a/dc/rio-colorado.jpg
https://media-cdn.tripadvisor.com/media/photo-m/1280/26/97/5a/d6/rio-colorado.jpg","Written October 18, 2022","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Robin","https://www.tripadvisor.com/Profile/Robin_Donald","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/f1/79/default-avatar-2020-21.jpg","","5","Oct 2022 • Couples","Was awesome","This was my first time of doing anything like this. First was scared to death and considering backing out but went through it. It was AMAZING.  So glad I did it. David, our pilot, was extremely helpful easing my fear.","Couples","0","https://media-cdn.tripadvisor.com/media/photo-w/26/8f/6f/75/45-minute-helicopter.jpg","Written October 16, 2022","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"wss9933","https://www.tripadvisor.com/Profile/wss9933","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/e3/1f/default-avatar-2020-46.jpg","North Carolina","5","Oct 2022","Amazing Grand Canyon Helicopter Tour!","We had an awesome flight at the Grand Canyon today!  Pilot Chad was great in every way! We would most definitely do this again if we’re ever in the area! HIGHLY recommend this excursion!!!","","0","","Written October 11, 2022","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Chris","https://www.tripadvisor.com/Profile/Cstauber3","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/f3/e4/default-avatar-2020-30.jpg","","5","Oct 2022","Great way to gain perspective on the magnitude and beauty of the Grand Canyon!","I've been on a few chopper rides, in fact did this one about 25 years ago. <br />The trip is phenomenal, the scenery is stunning. The 45 minute ride flies by too fast (pun intended!) <br /><br />The reservations were simple to make<br />The staff is knowledgeable, pleasant, and helpful. <br />Our pilot was personable, informative, and flew us safely on our trip. He's a former UK air force pilot and clearly demonstrated how to be safe, pleasant, and fun all while flying his helicopter. <br /><br />Yes, do it!","","0","https://media-cdn.tripadvisor.com/media/photo-w/26/75/35/a3/our-very-capable-pilot.jpg
https://media-cdn.tripadvisor.com/media/photo-m/1280/26/75/35/90/chris-gary-pre-flight.jpg","Written October 11, 2022","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"carlos b","https://www.tripadvisor.com/Profile/carlosbviaja","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/b8/default-avatar-2020-26.jpg","Trenque Lauquen, Argentina","5","Aug 2022","hay que hacerlo si o si o Si o SI o Siiiiiiiiii!!!!!!!!!","Experiencia de las que quedan tatuadas en la memoria, fuimos con mi esposa e hija, compramos con tiempo el día y la hora, todo sencillo, muy eficiente y no barato, la atencion en el lugar fue excelente, volamos casi una hora viendo paisajes, colores y cosas inolvidables, la explicación en castellano es muy sencilla pero buena, después de volar sobre el cañón las visitas por tierra son interesantes por las fotos y ver algún otro angulo, pero si puede vuele, no se va a arrepentir nunca.","","0","","Written October 10, 2022","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Alex","https://www.tripadvisor.com/Profile/BB_76_Ird","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/f4/20/default-avatar-2020-31.jpg","Vienna, Austria","5","Oct 2022 • Couples","Awesome","was it worth? every single minute… It‘s an outstanding ride…  👍🏻<br />Our Pilot told us very interesting Details about the Canyon.","Couples","0","","Written October 9, 2022","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
